"Nombre","Latitud","Longitud"
"MANUEL LOPEZ COTILLA","20.805871100","-103.376650000"
"PILTZIN","20.795525200","-103.373555500"
"MARGARITA MAZA DE JUAREZ","20.796805700","-103.374741100"
"QUETZALCOATL","20.792805600","-103.350666500"
"AGUSTIN MELGAR","20.793287000","-103.472996000"
"JUSTO SIERRA","20.800284900","-103.500613200"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL TESISTAN","20.801324900","-103.468363200"
"YOLOXOCHITL","20.799698000","-103.496624000"
"BENITO JUAREZ GARCIA","20.804220300","-103.498172600"
"IRENE ROBLEDO GARCIA","20.809932000","-103.490493000"
"MANUEL M DIEGUEZ","20.803562000","-103.493974100"
"PEDRO MORENO","20.795507700","-103.476863100"
"FRANCISCO VILLA","20.810652000","-103.494842000"
"NIÑOS HEROES","20.799981900","-103.500712900"
"ROSARIO CASTELLANOS","20.809765600","-103.489424600"
"TESISTAN","20.801004000","-103.481947000"
"IRENE ROBLEDO","20.774409800","-103.464412000"
"FELIX FLORES GOMEZ","20.803882000","-103.493117200"
"AMADO NERVO","20.801571900","-103.466504000"
"AMADO NERVO","20.794147000","-103.496409000"
"LUIS DONALDO COLOSIO MURRIETA","20.794475700","-103.496469500"
"EMILIANO ZAPATA","20.751707000","-103.345105000"
"18 DE MARZO","20.750874100","-103.343776000"
"JESUS REYES HEROLES","20.727085800","-103.541874900"
"MIGUEL HIDALGO Y COSTILLA","20.729945100","-103.542541300"
"CUITLAHUAC","20.725974700","-103.545601700"
"MA CONCEPCION BECERRA DE CELIS","20.838888900","-103.506666700"
"LUIS OCEJO ESCOTO","20.756848000","-103.443331900"
"JARDIN DE NIÑOS 78","20.757246100","-103.443416100"
"PEDRO MORENO","20.830632100","-103.447261100"
"LAZARO CARDENAS DEL RIO","20.829955100","-103.449101100"
"RAMON LOPEZ VELARDE","20.761180700","-103.417904900"
"NIÑO ARTILLERO","20.748175900","-103.432393000"
"SOR JUANA INES DE LA CRUZ","20.748388700","-103.433027700"
"IRENE ROBLEDO GARCIA","20.747555400","-103.432638800"
"PABLO MONTESINOS","20.661114200","-103.453698700"
"LAZARO CARDENAS DEL RIO","20.661861000","-103.451944300"
"5 DE FEBRERO","20.759710000","-103.329866000"
"OVIDIO DECROLY","20.762802000","-103.327165000"
"EFRAIN GONZALEZ LUNA","20.644027600","-103.470444500"
"LOMAS DE LA PRIMAVERA","20.645500000","-103.474611000"
"NIÑOS HEROES DE CHAPULTEPEC","20.743715300","-103.439606200"
"AGUSTIN YAÑEZ","20.743194200","-103.439545600"
"ADOLFO LOPEZ MATEOS","20.802527700","-103.437277700"
"IGNACIO RAMIREZ","20.837666800","-103.425444400"
"MARCOS CASTELLANOS","20.856674400","-103.435445200"
"JOSE MARIA MORELOS Y PAVON","20.832737900","-103.452730500"
"JOSE MA MORELOS Y PAVON","20.918166700","-103.599416700"
"FRAY PEDRO DE GANTE","20.733444500","-103.609250000"
"CUAUHTEMOC","20.937833400","-103.386083400"
"OBLATOS","20.808882100","-103.374868300"
"MARIANO MATAMOROS","20.802799100","-103.438603000"
"MARIANO AZUELA","20.780926000","-103.399148000"
"IGNACIO ALLENDE","20.789555500","-103.350166800"
"ADOLFO LOPEZ MATEOS","20.836944300","-103.424972200"
"RAMON CORONA","20.735722200","-103.470333400"
"JUAN DE LA BARRERA","20.950277800","-103.395555600"
"MANUEL M CERNA","20.795277800","-103.328611300"
"FRANCISCO MARQUEZ","20.906100100","-103.577669900"
"BENITO JUAREZ","20.830361200","-103.448250000"
"MARIANO AZUELA","20.793985500","-103.372251600"
"IGNACIO RAMIREZ","20.859611100","-103.340555600"
"LEONA VICARIO","20.782767000","-103.399608900"
"SOR JUANA INES DE LA CRUZ","20.906100100","-103.577669900"
"MIGUEL HIDALGO Y COSTILLA","20.805861900","-103.498491000"
"JOSE I MANZANO BRISEÑO","20.770833200","-103.595999800"
"JOSE MARIA VELASCO","20.747310100","-103.439434000"
"JUAN JOSE ARREOLA","20.711828900","-103.454307000"
"LUIS FARAH MATA","20.798208700","-103.469533000"
"MARIA C BANCALARI BASSAURY","20.798878100","-103.467989000"
"CARLOS GONZALEZ PEÑA","20.797990100","-103.467716000"
"JAIME TORRES BODET","20.638270000","-103.475338000"
"VASCO DE QUIROGA","20.795710100","-103.484781100"
"JUAN DE LA BARRERA","20.762713000","-103.451110000"
"COLEGIO DE BACHILLERES 12","20.738732700","-103.348601600"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL NEXTIPAC","20.782960000","-103.522360000"
"LUIS BARRAGAN MORFIN","20.747390100","-103.440110100"
"JOSE CLEMENTE OROZCO","20.636397600","-103.475216000"
"JOSE ROLON ALCARAZ","20.809996000","-103.487713000"
"ANTONIO GOMEZ ROBLEDO","20.740418000","-103.418030100"
"IGNACIO IGOR ARRIOLA HARO","20.739426100","-103.419977900"
"JOSE MARIA ARREOLA","20.775500000","-103.437040000"
"MARIA IZQUIERDO","20.775540000","-103.436490000"
"EDMUNDO VALADES","20.790302500","-103.499467400"
"JOSE MARIA YAÑEZ","20.758215000","-103.529815800"
"COLEGIO DE BACHILLERES 15","20.775200000","-103.438800000"
"COLEGIO DE BACHILLERES 16","20.768190000","-103.354940000"
"ESCUELA SECUNDARIA TECNICA 47","20.723813200","-103.410049000"
"NIÑOS HEROES","20.860944300","-103.341777900"
"JOSE TRINIDAD SALGADO","20.775090000","-103.436770000"
"MIGUEL HIDALGO","20.796277800","-103.427833300"
"GONZALO CHAPELA Y BLANCO","20.765302000","-103.416630000"
"CARLOS DE ICAZA","20.833694400","-103.545000000"
"GUILLERMO GONZALEZ CAMARENA","20.754980100","-103.328967000"
"ALMA ROSA PADILLA RODRIGUEZ","20.764295000","-103.451493000"
"JUAN PALOMAR Y ARIAS","20.783416700","-103.522111100"
"JUAN RULFO","20.790000000","-103.497834000"
"ERNESTO LEMOINE VILLICAÑA","20.640294900","-103.461648400"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL ZAPOPAN SANTA MARGARITA","20.726030000","-103.413055800"
"EDUARDO MATOS MOCTEZUMA","20.835666000","-103.411743000"
"IRENE ROBLEDO","20.770194100","-103.419530200"
"IGNACIO CHAVEZ SANCHEZ","20.848010000","-103.424043000"
"NEMESIO GARCIA NARANJO","20.897833300","-103.427777800"
"ARTURO MARQUEZ NAVARRO","20.847080000","-103.423897000"
"OCTAVIO PAZ LOZANO","20.623485000","-103.439093000"
"GERARDO MURILLO (DR ATL)","20.847584000","-103.423874000"
"MARCOS MOSHINSKY","20.898333000","-103.430833000"
"JESUS MARIO RIVAS SOUZA","20.810691500","-103.490560700"
"JOAQUIN GUTIERREZ HERAS","20.818718100","-103.445267800"
"MANUEL TOUSSAINT RITTER","20.853615800","-103.421074500"
"NELLIE CAMPOBELLO","20.854430100","-103.421087500"
"ELENA URRUTIA","20.820931800","-103.444203000"
"JOSE ROGELIO ALVAREZ","20.820951900","-103.444063500"
"MARCO ANTONIO MONTES DE OCA","20.858939000","-103.451723000"
"MARTIN LUIS GUZMAN","20.853047000","-103.421954000"
"LUIS G BASURTO","20.858461000","-103.429347000"
"NOMBRE EN TRAMITE","20.774188000","-103.474340000"
"CENTRO DE ATENCION MULTIPLE 39 MANUEL LOPEZ COTILLA","20.342460000","-103.193350000"
"RAMIRO FIERROS CONTRERAS","20.352109000","-103.198131000"
"REPUBLICA DE YUGOSLAVIA","20.349723600","-103.195152400"
"EMILIANO ZAPATA","20.351665800","-103.197745500"
"JOSEFA ORTIZ DE DOMINGUEZ","20.396797000","-103.131452600"
"NIÑO ARTILLERO","20.381277800","-103.212749900"
"JOSE MA MORELOS Y PAVON","20.382111000","-103.215000000"
"GREGORIO TORRES QUINTERO","20.447638800","-103.198416700"
"JOSE MA MORELOS Y PAVON","20.443888900","-103.202972000"
"EMILIANO ZAPATA","20.389722100","-103.232666600"
"JOSE MA MORELOS Y PAVON","20.386750000","-103.234638800"
"CUAUHTEMOC","20.409416600","-103.177472100"
"EMILIANO ZAPATA","20.415472200","-103.235111100"
"JUANA PAVON DE MORELOS","20.357888800","-103.205222100"
"ADOLFO LOPEZ MATEOS","20.408222200","-103.198222100"
"ESCUELA SECUNDARIA TECNICA 44","20.391861100","-103.138666600"
"VASCO DE QUIROGA","20.388139000","-103.139194400"
"GABRIELA MISTRAL","20.376027900","-103.260416700"
"J VICENTE NEGRETE","20.376666500","-103.260361100"
"LUIS DONALDO COLOSIO","20.390111200","-103.237277800"
"ARCO IRIS","20.436500600","-103.228895300"
"JUAN PALOMAR Y ARIAS","20.453523","-103.21942"
"MARTIN RAMIREZ","20.436612400","-103.230947700"
"CARLOS ENRIQUE CASTILLO PERAZA","20.436101900","-103.230676000"
"MIGUEL BORJA","20.446916800","-103.235777900"
"LEONA VICARIO","20.430209","-103.19892"
"MANUEL DE JESUS CLOUTHIER DEL RINCON","20.420861100","-103.186277700"
"ANTONIO GOMEZ ROBLEDO","20.421185500","-103.186142700"
"JOSE GONZALEZ TORRES","20.437246900","-103.212851100"
"ROBERTO CUELLAR GARCIA","20.429293900","-103.229832000"
"ADOLFO CHRISTLIEB IBARROLA","20.432683","-103.232563"
"RAMON LOPEZ VELARDE","20.421790200","-103.185458500"
"BASILIO VADILLO","20.428288500","-103.229689800"
"AUREA CORONA","20.445833000","-103.200278000"
"ISIDRO FABELA ALFARO","20.425474000","-103.183434000"
"JOSE LOPEZ PORTILLO Y W","20.509756000","-103.169564000"
"JOSEFA ORTIZ DE DOMINGUEZ","20.498244400","-103.169225500"
"CONALEP JUANACATLAN","20.495540100","-103.169148000"
"JUAN ESCUTIA","20.509088000","-103.168670000"
"JOSEFINA MEJIA JAUREGUI","20.510261000","-103.168794000"
"ADOLFO LOPEZ MATEOS","20.456361100","-103.135750100"
"JUANA DE ARCO","20.455972200","-103.137555400"
"JUAN DE LA BARRERA","20.530027800","-103.156138900"
"ENRIQUE PESTALOZZI","20.411055600","-103.121027600"
"ESTEFANIA CASTAÑEDA","20.456559100","-103.167899400"
"ROSAURA ZAPATA","20.445083300","-103.118305700"
"IGNACIO ALLENDE","20.477861100","-103.190416800"
"JUSTO SIERRA","20.533527900","-103.153999900"
"NIÑO ARTILLERO","20.566805700","-103.143666700"
"VASCO DE QUIROGA","20.456916800","-103.172277700"
"ADOLFO SANCHEZ VAZQUEZ","20.566623200","-103.136282000"
"ARTURO MARQUEZ NAVARRO","20.517312000","-103.165548000"
"MELCHOR OCAMPO","20.500985900","-103.202248600"
"JUAN JOSE MARTINEZ","20.501489800","-103.202859400"
"VALENTIN GOMEZ FARIAS","20.546662800","-103.281355400"
"MIXTA F 10","20.516561900","-103.187851300"
"NARCISO MENDOZA","20.518626300","-103.188639700"
"MARIA GUADALUPE ORTIZ URIBE","20.516871900","-103.177243300"
"HELEN KELLER","20.516505200","-103.187196800"
"FRANCISCO GABILONDO SOLER","20.523219800","-103.176461400"
"MARIANO AZUELA","20.525017400","-103.174254000"
"RENE NUCAMENDI SANCHEZ","20.522321900","-103.185287100"
"EMILIANO ZAPATA","20.520531300","-103.237454300"
"TLAMATINI","20.520265800","-103.237492000"
"JOSE DE JESUS GONZALEZ GALLO","20.551660700","-103.289446200"
"QUETZAL","20.516490400","-103.181656700"
"INDEPENDENCIA","20.525677900","-103.176764900"
"JOSE VASCONCELOS","20.559238900","-103.317216100"
"REINO DE HOLANDA","20.558035000","-103.321651000"
"BENITO JUAREZ","20.539416600","-103.245722300"
"20 DE NOVIEMBRE","20.502777700","-103.220972100"
"MIXCOATL","20.504416500","-103.221333200"
"FRANCISCO I MADERO","20.506194500","-103.220916600"
"TOMAS ESCOBEDO","20.573262000","-103.325350300"
"REVOLUCION","20.573750200","-103.325707200"
"IGNACIO ZARAGOZA","20.554723000","-103.321071000"
"NIÑOS HEROES","20.562391800","-103.325060200"
"IRENE ROBLEDO GARCIA","20.573431900","-103.325296400"
"JOSEFA ORTIZ DE DOMINGUEZ","20.550642300","-103.325427200"
"LAZARO CARDENAS DEL RIO","20.572782800","-103.325430500"
"MERCEDES GONZALEZ GONZALEZ","20.567636500","-103.323809800"
"DAVID G BERLANGA","20.562804900","-103.304068900"
"LAZARO CARDENAS DEL RIO","20.563975100","-103.302571800"
"DAVID GALLO LOZANO","20.555748700","-103.303065600"
"VALENTIN GOMEZ FARIAS","20.547600000","-103.307529400"
"PEDRO OGAZON","20.561767500","-103.308797900"
"EMILIANO ZAPATA","20.556283500","-103.302794100"
"ESCUELA SECUNDARIA FEDERAL 81","20.559580000","-103.302974100"
"ATZAYACATL","20.543017000","-103.304110300"
"MANUEL M DIEGUEZ","20.505396700","-103.239388400"
"ESCUELA SECUNDARIA TECNICA 92","20.515618000","-103.237536400"
"NIÑOS HEROES","20.508870200","-103.240011200"
"LAZARO CARDENAS DEL RIO","20.503847300","-103.236045600"
"FRANCISCO MARQUEZ","20.503315000","-103.232810000"
"JOSE MA MORELOS Y PAVON","20.544852000","-103.273298000"
"JOSE MA MORELOS Y PAVON","20.544879900","-103.272738200"
"JUAN PALOMAR Y ARIAS","20.498489000","-103.242196000"
"ELIAS GONZALEZ CHAVEZ","20.498975900","-103.241572900"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL EL SALTO","20.526767700","-103.233133300"
"FRANCISCO I MADERO","20.556612700","-103.280328000"
"DIEGO RIVERA","20.568306900","-103.280526900"
"MANUEL LOPEZ COTILLA","20.556093000","-103.280122100"
"FRANCISCO VILLA","20.554658100","-103.278682100"
"LUIS DONALDO COLOSIO MURRIETA","20.568615000","-103.284453000"
"JOSE CLEMENTE OROZCO","20.569200000","-103.283662000"
"ENRIQUE GONZALEZ MARTINEZ","20.548987900","-103.271895600"
"MANUEL DURAN CARDENAS","20.542336800","-103.290165700"
"ESTEFANIA CASTAÑEDA","20.539965700","-103.290056200"
"EMILIANO ZAPATA","20.529666600","-103.181388900"
"JUSTINO FERNANDEZ GARCIA","20.530046300","-103.181209500"
"MANUEL GOMEZ MORIN","20.501008300","-103.202151900"
"LEONARDO BRAVO","20.524950300","-103.240523500"
"FERNANDO MONTES DE OCA","20.525178900","-103.240082100"
"BENITO JUAREZ","20.539611000","-103.245583400"
"IGNACIO DIAZ MORALES","20.547992000","-103.286553100"
"JAIME NUNO ROCA","20.567253400","-103.274676700"
"IGNACIA ENCARNACION","20.548067000","-103.284147500"
"MARCELINO DAVALOS VAZQUEZ","20.525107200","-103.236929800"
"ABRAHAM GONZALEZ","20.486099700","-103.246120400"
"EFRAIN GONZALEZ LUNA","20.485328400","-103.243411400"
"JORGE IZE LAMACHE","20.516247300","-103.232290900"
"HUMBERTO CARDENAS TRIGOS","20.537842000","-103.188105600"
"LUIS MONTEJANO","20.538977300","-103.191141900"
"CECYTEJ PLANTEL EL SALTO (EXTENSION LA HIGUERA)","20.551288000","-103.282709000"
"22 DE DICIEMBRE","20.507753000","-103.191307000"
"NOMBRE EN TRAMITE","20.518952000","-103.223704000"
"NIÑOS HEROES","20.595989900","-103.394847400"
"OCTAVIO PAZ","20.630630000","-103.307270000"
"JUSTO SIERRA","20.631010100","-103.308148100"
"JOSE PARRES ARIAS","20.627847900","-103.308357200"
"JOSE CLEMENTE OROZCO","20.593389100","-103.302121700"
"JULIA DURAN TAPIA","20.595064100","-103.383734900"
"FRANCISCO MEDINA ASCENCIO","20.608187300","-103.336432900"
"CAM SALVADOR M LIMA","20.621102000","-103.329467200"
"VALENTIN GOMEZ FARIAS","20.621145600","-103.328338800"
"JOSEFA ORTIZ DE DOMINGUEZ","20.576650000","-103.381292000"
"SALVADOR OROZCO LORETO","20.602856800","-103.328044200"
"JUANA DE ASBAJE","20.611244100","-103.327267900"
"MANUEL LOPEZ COTILLA","20.633112100","-103.317175800"
"MARIANO AZUELA","20.581436600","-103.331620500"
"MA TRINIDAD NUÑEZ VARGAS","20.641776900","-103.299777200"
"CALMECAC","20.610152900","-103.366840100"
"CUAUHTEMOC","20.581134000","-103.346558100"
"MANUEL LOPEZ COTILLA","20.595479700","-103.337673200"
"JOSE CLEMENTE OROZCO","20.598533900","-103.409767800"
"MIGUEL HIDALGO Y COSTILLA","20.641577300","-103.302149300"
"NICOLAS BRAVO","20.595370900","-103.317982100"
"REPUBLICA MEXICANA","20.593004100","-103.413080900"
"LAURO AGUIRRE","20.593406100","-103.413112000"
"CONALEP GUADALAJARA 1","20.612874000","-103.333294500"
"FRANCISCO SILVA ROMERO","20.619106000","-103.314337100"
"TOMAS ESCOBEDO","20.618874400","-103.312703100"
"LEOPOLDO I. ORENDAIN","20.607050500","-103.308856200"
"FRANCISCO MARQUEZ","20.599428900","-103.382764900"
"AGUSTIN YAÑEZ","20.597231500","-103.321235200"
"REVOLUCION MEXICANA","20.614967500","-103.314134000"
"MARIANO OTERO","20.587678300","-103.393061800"
"COLEGIO DE BACHILLERES 5","20.610723100","-103.394469100"
"LAZARO CARDENAS DEL RIO","20.613591000","-103.304365100"
"AMERICAS UNIDAS","20.608823100","-103.340199900"
"MARIA JAIME FRANCO","20.605739600","-103.351484400"
"JUSTO SIERRA","20.608072200","-103.352952500"
"ROSARIO CASTELLANOS","20.603598000","-103.339382400"
"SOR JUANA INES DE LA CRUZ","20.635643900","-103.318284400"
"JAIME TORRES BODET","20.632355800","-103.300113400"
"JARDIN DE NIÑOS 65","20.642017900","-103.299256800"
"J JESUS DURAN CARDENAS","20.596060000","-103.353030000"
"CONALEP TLAQUEPAQUE","20.635315100","-103.287460000"
"SOLEDAD ANAYA SOLORZANO","20.635390100","-103.286213100"
"MARGARITA MAZA DE JUAREZ","20.635597000","-103.288483900"
"JOSE ROSAS MORENO","20.611067900","-103.259180900"
"ROSAURA ZAPATA","20.591446600","-103.352869400"
"LAZARO CARDENAS DEL RIO","20.591177700","-103.352436600"
"LUIS DONALDO COLOSIO MURRIETA","20.593553000","-103.268457000"
"PATRIA ROTARIOS 1","20.638668000","-103.307271000"
"CONCEPCION GONZALEZ NARANJO","20.577779000","-103.369789000"
"LAURO BADILLO DIAZ","20.578035000","-103.369759000"
"MARIA C BANCALARI","20.637399700","-103.290707100"
"JUSTO SIERRA","20.618762900","-103.330107800"
"JUAN RULFO","20.603617400","-103.373093500"
"DIEGO RIVERA","20.626092700","-103.296290500"
"CARLOS ENRIQUE CASTILLO PERAZA","20.564829600","-103.387431600"
"BENITO JUAREZ","20.636925500","-103.311159000"
"MIGUEL HIDALGO Y COSTILLA","20.596490100","-103.393356000"
"EMILIANO ZAPATA","20.572940100","-103.359378100"
"PABLO GALEANA","20.596905400","-103.352140800"
"CARLOS CIRILO PEREZ ARAMBULA","20.616446600","-103.286486300"
"REVOLUCION MEXICANA","20.600469000","-103.349827100"
"VALENTIN GOMEZ FARIAS","20.604192900","-103.264609100"
"ESCUELA SECUNDARIA FEDERAL 65","20.600666700","-103.257840800"
"18 DE MARZO","20.610578600","-103.307569100"
"NIÑO ALFARERO","20.631883300","-103.300492300"
"ESCUELA SECUNDARIA TECNICA 121","20.584335300","-103.346451800"
"ERVIRO RAFAEL SALAZAR ALCAZAR","20.584158600","-103.346191300"
"VICENTE SUAREZ","20.600660000","-103.316310000"
"REVOLUCION MEXICANA","20.598327100","-103.339462900"
"NETZAHUALCOYOTL","20.605802300","-103.323601500"
"NICOLAS BRAVO","20.606020000","-103.325853000"
"JUAN DE LA BARRERA","20.607275900","-103.338629000"
"EMILIANO ZAPATA","20.597181900","-103.347310900"
"PEDRO OGAZON","20.610068000","-103.348882900"
"JUAN ESCUTIA","20.612128700","-103.351560800"
"MARIA YOLANDA CASTILLERO DE ROMERO","20.607813600","-103.348832400"
"JOSEFA ORTIZ DE DOMINGUEZ","20.601973500","-103.293377000"
"JUAN DE DIOS PEZA","20.604024900","-103.373170800"
"LAZARO CARDENAS","20.588765000","-103.260117000"
"NICOLAS BRAVO","20.594965100","-103.318747900"
"JESUS GARCIA","20.606141200","-103.259157800"
"EMMA GODOY","20.602287000","-103.329123200"
"AURELIO ORTEGA URENDA","20.619130500","-103.317228800"
"FRANCISCO I MADERO","20.606427000","-103.280913000"
"JUSTO SIERRA","20.635985000","-103.312609800"
"XIHUALPILLI","20.637856000","-103.312986500"
"RAMON CORONA","20.600725100","-103.349872100"
"PRIMARIA U 1098","20.593942000","-103.268913000"
"OCTAVIO PAZ","20.612155500","-103.296923300"
"CIPRIANO CAMPOS ALATORRE","20.618034000","-103.301275000"
"JOSE MA MORELOS Y PAVON","20.588769000","-103.387223000"
"RAMON GARCIA RUIZ","20.575763100","-103.375985500"
"RUBEN DARIO","20.590325700","-103.387409700"
"AGUSTIN YAÑEZ","20.600832300","-103.316935900"
"ALFREDO RAMON PLASCENCIA","20.632912100","-103.291355100"
"NIÑOS HEROES","20.598119400","-103.408661500"
"MANUEL M PONCE","20.627454800","-103.307037200"
"MARIANO OTERO","20.575873100","-103.333458100"
"JUAN ESCUTIA","20.604300100","-103.393654100"
"FERNANDO MONTES DE OCA","20.600930100","-103.333252500"
"AURELIO ORTEGA","20.609540900","-103.306771300"
"MARIANO AZUELA","20.608558800","-103.369188200"
"IDOLINA GAONA DE COSIO","20.620845600","-103.329916600"
"FRANCISCO GABILONDO SOLER","20.609488200","-103.396395700"
"MARIA MONTESSORI","20.584663300","-103.327230600"
"PLAN DE AYUTLA","20.610361800","-103.392626600"
"FRANCISCO GONZALEZ BOCANEGRA","20.596246600","-103.260977600"
"JOAQUIN BAEZA ALZAGA","20.607647500","-103.369998500"
"REVOLUCION AGRARIA","20.639344900","-103.290823700"
"EXPROPIACION PETROLERA","20.615310700","-103.305073200"
"MANUEL LOPEZ COTILLA","20.572527900","-103.359882000"
"FRANCISCO GABILONDO SOLER","20.632643400","-103.400107000"
"LIBERTAD","20.598809000","-103.383037900"
"TEOKALLI","20.623023900","-103.308938600"
"AGUSTIN YAÑEZ","20.583941100","-103.327130100"
"DHENI","20.612447000","-103.332476000"
"LAURA APODACA","20.635058400","-103.311605400"
"LINO RUIZ AREVALO","20.606317000","-103.376591100"
"JUAN PALOMAR Y ARIAS","20.607021000","-103.309148000"
"TLALOC","20.604294400","-103.259384500"
"MIXTA U 17","20.610601300","-103.332860300"
"NICOLAS BRAVO","20.614371300","-103.288655000"
"JOSE VASCONCELOS","20.614346000","-103.293492100"
"IRENE ROBLEDO","20.590641000","-103.256982500"
"EMILIANO ZAPATA SALAZAR","20.597145100","-103.395791900"
"SALVADOR OROZCO LORETO","20.633279600","-103.287188100"
"MANUEL LOPEZ COTILLA","20.634863500","-103.286896100"
"ENRIQUE GONZALEZ MARTINEZ","20.631579800","-103.297672400"
"16 DE SEPTIEMBRE","20.628229500","-103.301609500"
"JEAN PIAGET","20.616061200","-103.293690700"
"SAUL RODILES","20.615462900","-103.298183600"
"AGUSTIN YAÑEZ","20.591080800","-103.340728500"
"JOSE LOPEZ PORTILLO","20.593997900","-103.341598500"
"ESCUELA SECUNDARIA TECNICA 80","20.620500200","-103.296497200"
"SOR JUANA INES DE LA CRUZ","20.577975200","-103.384389100"
"ESCUELA SECUNDARIA TECNICA 120","20.633171800","-103.300515100"
"COLEGIO DE BACHILLERES 8","20.601399300","-103.294064000"
"IRENE ROBLEDO GARCIA","20.565810000","-103.345446000"
"JOSE VASCONCELOS","20.567062200","-103.341043000"
"PANTALEON PANDURO MARTINEZ","20.604394800","-103.381746000"
"RAMON GARCIA RUIZ","20.603677400","-103.381972100"
"CENTRO DE ATENCION MULTIPLE 12 JOSE VASCONCELOS","20.611998200","-103.333829500"
"IGNACIO RAMIREZ","20.611291200","-103.332998400"
"LAZARO CARDENAS DEL RIO","20.592987800","-103.280293900"
"IGNACIO JACOBO MAGAÑA","20.592614100","-103.332344100"
"ADOLFO LOPEZ MATEOS","20.622630000","-103.306241000"
"ANTONIO ALVAREZ ESPARZA","20.621900000","-103.304666000"
"MARIANO OTERO","20.590837800","-103.319952100"
"VALENTIN GOMEZ FARIAS","20.597831100","-103.329154900"
"MARGARITA MAZA DE JUAREZ","20.637084200","-103.293498200"
"MIGUEL HIDALGO Y COSTILLA","20.638161900","-103.289678200"
"HEROES MEXICANOS","20.603930000","-103.369077000"
"BENITO JUAREZ","20.569374000","-103.336957000"
"ROBERTO CUELLAR GARCIA","20.564976300","-103.386051000"
"AGUSTIN YAÑEZ","20.606827000","-103.280752000"
"ADOLFO LOPEZ MATEOS","20.636138100","-103.303304100"
"CONSTITUCION","20.636005900","-103.297718200"
"REFORMA","20.634737300","-103.295045500"
"LAZARO CARDENAS DEL RIO","20.606967600","-103.351618000"
"MIGUEL HIDALGO Y COSTILLA","20.600076100","-103.397440000"
"LEONA VICARIO","20.564027900","-103.410138800"
"BENITO JUAREZ","20.565944500","-103.410305500"
"MANUEL LOPEZ COTILLA","20.553438300","-103.446165000"
"FRANCISCO NOROÑA CALDERON","20.557596100","-103.448714000"
"SALVADOR LOPEZ CHAVEZ","20.554433800","-103.442492400"
"ADOLFO LOPEZ MATEOS","20.546585400","-103.445915600"
"CAROLINA ESCUDERO GONZALEZ","20.553128300","-103.448248400"
"PONCIANO ARRIAGA","20.551182300","-103.436023200"
"ANITA CARDENAS MIRANDA","20.549799300","-103.437809800"
"MA DOLORES HERNANDEZ CUEVA","20.558086100","-103.449704000"
"JOSE MA MORELOS Y PAVON","20.598055600","-103.289000000"
"MANUEL ACUÑA","20.603555700","-103.285778000"
"CUAUHTEMOC","20.603944500","-103.290722300"
"ESCUELA SECUNDARIA TECNICA 43","20.604305600","-103.290861100"
"20 DE NOVIEMBRE","20.595888800","-103.290027800"
"MOISES SAENZ GARZA","20.604240900","-103.279130000"
"JOSE VASCONCELOS","20.591531700","-103.280083300"
"EMILIANO ZAPATA","20.599138900","-103.284389000"
"CARLOS E RAMIREZ LADEWING","20.591416700","-103.310472200"
"JOSE CLEMENTE OROZCO","20.588083500","-103.311861100"
"EMILIANO ZAPATA","20.589083500","-103.305472300"
"NIÑO ARTILLERO","20.558972200","-103.435166700"
"JOSE MA PINO SUAREZ","20.561351000","-103.347740000"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL LA DURAZNERA (TLAQUEPAQUE)","20.566324900","-103.356351100"
"BENITO JUAREZ","20.557926900","-103.348119500"
"IDOLINA GAONA DE COSIO","20.623325700","-103.394485700"
"LOPEZ COTILLA","20.620222200","-103.396222200"
"MA HELENA COSIO VIDAURRI","20.623227000","-103.394700000"
"ADOLFO LOPEZ MATEOS","20.619833300","-103.393027700"
"1 DE MAYO","20.621916800","-103.397972300"
"TOMAS ESCOBEDO BARBA","20.622282400","-103.397605400"
"NICOLAS BRAVO","20.588222100","-103.418361000"
"IGNACIO L VALLARTA","20.571861000","-103.374016500"
"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO PLANTEL SANTA ANITA","20.542650000","-103.434255000"
"PATRIA","20.558555600","-103.435388900"
"SEVERO DIAZ GALINDO","20.581777600","-103.389009300"
"SONIA IBARRA IBARRA","20.580185100","-103.381620100"
"JOSE PABLO CALVILLO","20.589425900","-103.305540900"
"PRIMARIA U 847","20.633870000","-103.313091000"
"ANTONIO GOMEZANDA","20.588110400","-103.271837400"
"IGNACIO LOPEZ RAYON","20.627341000","-103.296025000"
"JOSE MARIA VELASCO","20.594525000","-103.263921300"
"EFRAIN GONZALEZ LUNA","20.592361200","-103.265333200"
"MAYOR J TRINIDAD LOPEZ RIVAS","20.565861000","-103.344388800"
"JOSE GONZALEZ TORRES","20.558321300","-103.341557500"
"MANUEL GAMIO","20.595759000","-103.416222000"
